Index,Formula,Compounds,物质,Class I,物质一级分类,Class II,物质二级分类,CAS,Mild_1,Mild_30,Mild_29,Mild_28,Mild_27,Mild_26,Mild_25,Mild_24,Mild_22,Mild_21,Mild_20,Mild_19,Mild_18,Mild_17,Mild_16,Mild_23,Mild_14,Mild_15,Mild_2,Mild_3,Mild_4,Mild_5,Mild_7,Mild_6,Mild_9,Mild_10,Mild_11,Mild_12,Mild_13,Mild_8,Moderate_18,Moderate_22,Moderate_19,Moderate_20,Moderate_21,Moderate_23,Moderate_30,Moderate_25,Moderate_26,Moderate_27,Moderate_28,Moderate_29,Moderate_17,Moderate_24,Moderate_16,Moderate_15,Moderate_14,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Moderate_7,Moderate_1,Moderate_9,Moderate_10,Moderate_11,Moderate_12,Moderate_13,Moderate_8,Severe_17,Severe_18,Severe_19,Severe_20,Severe_21,Severe_22,Severe_25,Severe_24,Severe_26,Severe_27,Severe_28,Severe_16,Severe_23,Severe_15,Severe_8,Severe_13,Severe_12,Severe_11,Severe_10,Severe_9,Severe_29,Severe_7,Severe_6,Severe_5,Severe_4,Severe_3,Severe_2,Severe_1,Severe_14,Severe_30,VIP,Pvalue,Type
Compound_308,C9H8Cl2O3,Dichlorprop-P,（R)-(2，4-二氯苯氧基）丙酸酯；（R)-二氯丙酸,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,15165-67-0,63744.26179317312,61867.77641049361,62181.78589108334,67921.81422566593,62317.47674441351,59994.68207131446,54140.48609140446,67652.12257573055,60619.84368574018,64692.47765749584,78154.67320554027,58245.39051649428,57049.24000599915,71487.44652988209,61199.65883643944,59091.98692249925,52950.51884583398,67348.96722606581,67634.56890314198,71746.25995921143,64990.30321924956,52708.67960300906,53034.99922797698,66041.93522853122,50656.26375054703,71351.11081919781,69607.17924428401,68287.13383795293,71984.30075792412,56884.495038311565,62081.3381591871,64977.17755849666,62310.12624013083,63327.70692402188,62047.94312108107,63944.62203353635,69196.74713306391,63658.02875848919,61258.22243636298,54325.5842627246,62740.88594515334,54059.835872305644,61939.38263488142,52624.95308812392,59115.31505858147,64505.49670336749,57511.82955769157,67103.4251762391,69955.15698247952,62606.66656327394,52522.99502144902,61853.33756650591,62756.11703115487,57608.92340341194,73869.4423477508,53826.22250494826,63713.98922855748,55420.0983233985,61293.98080484058,66043.5678171599,57416.97172280914,52734.5442118104,67072.6177189096,70900.37698644344,69678.51594789598,62793.79023314387,58956.12795022698,59390.57695679875,58202.06829266049,68186.6582808159,46275.34763897637,55343.77457008123,69809.75249303608,53033.97460596537,52095.61495138011,67565.60182088536,60684.88685170666,59297.18153222941,62187.64084626843,56730.61914488169,53757.35485223191,42574.75540842908,54972.23854505771,55155.1137247709,55510.08931113178,50120.27912537507,52682.89743662184,59555.73802372582,61338.32509734126,56918.94193063019,1.293039426383737,0.0143405882021701,down
Compound_309,C24H50NO7P,LPC(0:0/16:0),溶血磷脂酰胆碱_LPC(0:0/16:0),GP,甘油磷脂类,LPC,溶血磷脂酰胆碱,-,70136.52533,24727.60108,43749.70646,12123.834,8053.92,16987.54533,15394.55627,16480.65917,17150.79243,68968.36708,25814.096,46307.0792,13689.63525,28663.41363,19110.23464,11136.95062,22813.014,21763.476,10892.16,51424.443,54090.18545,4794.995111,113897.2122,12637.85507,729.561,7029.984,38301.49654,17878.16607,56970.12117,30834.29,14796.3795,6674.07,21036.64615,9771.2655,106070.1263,4198.767667,11043.6828,14831.19682,7617.00225,7945.49,4308.535,5219.108,22935.08618,9610.772727,6048.8595,7884.011471,22042.74444,26650.14142,4577.244889,30914.73143,12980.34867,10435.918,13016.311,14451.27338,11839.707,8968.49,7492.560688,5451.435,55261.592,13002.4008,21310.37575,11089.168,12555.81765,22689.51993,14103.183,9118.726,6321.034727,2881.989,7398.3435,28915.458,3139.84125,3333.6545,14423.19175,61486.14654,30499.63457,37224.50286,1178.9955,3180.402,7716.852933,3792.9923,4814.817,53049.20775,6167.64375,7282.2025,8116.318909,22023.67883,16462.27937,20892.35927,5200.83125,19087.844,1.162807748818247,0.0148449179859976,down
Compound_310,C46H84NO8P,PC(18:0_20:4),磷脂酰胆碱_PC(18:0_20:4),GP,甘油磷脂类,PC,磷脂酰胆碱,-,173624.6364,15288.04433,38550.99067,21582.441,3128.084,46215.556,19812.9015,15278.1636,10971.33725,74485.9025,33869.754,128760.555,34164.807,28565.4685,20930.345,7881.012,55766.3244,12384.25625,72565.056,214545.965,49881.24189,14258.80533,234886.578,12386.37775,3340.0,36288.45711,44336.03625,18043.83,112125.518,132677.979,11449.7,8470.518625,15584.0386,10264.87775,214358.612,14549.9725,15409.44033,21173.86144,21285.6375,5985.342,1387.065,12002.15433,21103.04625,2847.65875,7098.0462,14470.72756,16533.35613,2905.71875,7768.894,72686.10978,11018.3979,10315.682,43146.85933,45477.671,25893.8025,5682.156375,28227.23011,15259.888,163110.7964,19811.132,23641.37656,15528.266,1088.172,42338.19989,20586.852,79340.4485,2510.125,7814.256222,9350.565625,8244.175,3557.742,4925.2224,26186.1,101647.428,26368.14044,18804.9725,2485.630125,18174.24,22584.32356,4292.63675,9958.599889,68054.16622,22552.17833,12503.47211,14468.55637,33340.0,3814.72,34520.97333,23079.521,15919.546,1.332198828124678,0.0154309318092532,down
Compound_311,C22H46NO7P,LPC(14:0/0:0),溶血磷脂酰胆碱_LPC(14:0/0:0),GP,甘油磷脂类,LPC,溶血磷脂酰胆碱,20559-16-4,792261.9813,83645.48446,160874.456,47463.28708,33432.586,38144.715,48582.91091,28649.60345,53777.896,208832.9805,114994.118,173613.414,96161.98933,78913.67067,66489.94082,45283.24283,129758.1434,128533.4678,158489.5425,251728.848,245964.5105,39646.112,372376.3977,64636.24025,8202.90625,117685.7495,149191.3295,96537.27273,213356.7369,335501.4021,83796.90317,97927.57,76032.954,55387.57367,301602.5465,31579.35125,114026.9202,61871.36283,50969.611,90651.68,46169.03525,97016.43283,66886.88608,69013.91,38231.14364,41027.55091,125153.5145,183819.4107,25433.85492,127861.942,62140.64564,48623.50818,55642.80675,89925.76875,118347.8817,34635.25375,34123.8465,40462.12727,295483.3258,38495.00525,118141.036,37392.31336,34210.79633,152404.5607,82575.325,131552.7455,30478.34883,45194.20483,32550.035,59180.22673,10660.20754,53269.54317,94064.72725,230680.0288,105463.2578,141154.1842,9723.537,31632.59333,30893.90827,28319.40117,50186.9,162246.0139,70447.65567,40113.04808,36449.05817,107841.2411,71925.34909,116805.6392,20196.3575,80240.85467,1.1348214498178293,0.015449921391138,down
Compound_312,C7H16N2O,N-Acetylcadaverine,N-乙酰尸胺,Alcohol and amines,醇、胺类,Polyamines,多胺,32343-73-0,72462.2494075603,71132.41930097497,60790.37509523492,69371.64656210585,55916.30897254393,69363.85617241167,66002.63783971326,73994.4248204771,103657.7804799849,42007.07919457291,86248.51713632562,107826.48049597448,87526.12239579031,125140.7724601325,78769.83545545697,80951.53616613196,60909.60522334831,49106.69082347408,74004.29805375129,63356.99503504863,69886.66217887438,78894.21882641871,69539.00773888777,31032.01034508561,81055.39171084664,76380.6473916512,86921.98227335057,56902.70236023378,42364.25170857841,106384.9302472098,77165.31936765595,87888.0539097513,79028.6551287296,47256.6517007888,102075.593448839,88658.00792179906,52815.41090364666,66512.08365349124,66357.96347325356,60792.98667014532,56115.63105891796,70144.68493615734,71766.90573220419,134343.0211874065,123278.1121074604,45990.62384850844,43024.54294050402,60903.33994255232,55343.50018048214,74023.41085220779,79400.29651463611,44656.06446723922,71701.22833056773,69386.03587850167,67846.12785996217,50483.84634732692,43857.28052523635,52999.91368096324,50682.96000770063,67843.81568019581,42007.07919457294,80022.15352415932,59514.40350273973,81833.73666753348,43760.43641164206,89628.87278536805,70158.30206475979,56691.85692905429,67850.75220282687,61686.56111520182,62769.93035458696,61262.51114729641,36973.78004800494,74888.05796561213,72518.14979536687,50360.12617604012,34293.92430780055,33515.57937905889,43172.63967830158,71766.90573219283,50886.330021473244,58247.18767222,67825.33351027325,66296.38081905522,58236.38877661325,59398.76854435324,49887.46078840186,12252.50222945928,63219.46725950888,75568.11855914237,1.082727677783178,0.0158399834766129,down
Compound_313,C26H56NO6P,LPC(O-18:0),溶血磷脂酰胆碱_LPC(O-18:0),GP,甘油磷脂类,LPC-O,溶血磷脂酰胆碱(醚键),-,126573.6409,6595.296,6619.375,2257.824636,1222.6744,3678.584727,2786.74,2068.621455,3560.4734,10673.94036,4066.9314,15825.89045,4315.569,4521.154545,3830.92375,612.8571429,2591.595,9630.138909,5548.989727,15689.31,7222.639091,1172.510182,18136.96945,1602.792818,9.0,4949.867636,10115.16038,1952.552,8257.772727,9617.823091,1368.478857,2103.719091,6221.58,1707.391,19375.68892,1251.327333,1711.306,2480.249455,1762.302615,5487.200727,938.96,1935.93,2935.124,1218.047143,1046.4184,1435.177143,6768.611818,6323.586,741.4234286,2127.8508,2105.277909,1157.91975,2031.578636,1980.1625,2238.887833,508.3048,1234.326182,1323.0695,12468.77673,2466.597,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.531623887252842,0.0159872748413256,down
Compound_314,C44H80NO7P,PC(O-16:1_20:4),磷脂酰胆碱_PC(O-16:1_20:4),GP,甘油磷脂类,PC-O,磷脂酰胆碱(醚键),-,4114817.732,73087.483,305783.8389,155124.3283,23790.35417,397851.5878,166551.8717,163298.9193,189908.511,484162.644,219288.3933,1203453.668,283515.9806,376509.112,222936.0943,40896.338,299168.9569,74160.28,577271.8311,1419876.105,495421.1986,60181.752,1940565.227,118522.3489,5610.1376,282748.8046,624127.227,151290.4116,788051.9996,771082.3073,80974.47556,80300.96589,96098.905,50244.0345,1843765.812,115322.3141,215778.21,139925.1494,136755.6996,24469.31111,20857.614,60073.47644,109657.509,29680.61067,69864.53663,138296.9198,64583.055,10033.57222,36297.84667,322208.7822,99190.08044,48610.45775,296768.241,171799.1027,169721.1317,34276.61311,90050.5425,58868.56544,942842.2213,176228.419,146364.1091,135468.0625,63367.14444,176884.2205,184674.7947,408923.214,16945.6686,75970.61,77941.94938,329945.9571,16048.384,44223.53063,149591.288,1505419.469,128444.5838,97658.88222,23387.83622,146752.047,100391.2864,26131.6235,44827.09978,454117.799,135489.7223,96646.29333,96474.9595,237505.632,57752.57778,185388.1149,90527.5782,95569.98533,1.2258633603947693,0.0165421619144649,down
Compound_315,C12H17N5O5,N6-(2-Hydroxyethyl)adenosine,N6-(2-羟乙基)腺苷,Nucleotide and Its metabolites,核苷酸及其代谢物,Nucleotide and Its metabolites,核苷酸及其代谢物,4338-48-1,13585.88918466962,12828.666057970528,7843.561774919949,6934.153593772573,6601.499748935948,6457.224372318522,7318.5209142031645,3479.20764344293,9319.629327989049,11239.97815803035,5526.723467689311,7433.61770392568,8507.471904102023,11727.44496041915,6847.405924741873,2537.774370006047,10097.1130656899,9682.877684633782,16558.94713729489,14536.584589065867,13829.33604774146,4517.630637429392,12200.34402369105,4499.580248662493,4316.251146534473,5154.542561370922,22149.32081063553,10224.65873109864,15308.88998902212,12317.068671813488,7841.363809776677,9229.559249633332,11575.766017258627,2995.157243321352,19180.77230391445,6088.248933595891,5283.967397291246,10819.705374738433,11065.886878988847,5057.371397075193,6101.107629223548,6240.301182982206,12049.788784453947,11579.04180173243,8616.193336716224,9460.84618457192,9347.22313204471,8135.067076845963,3430.224405046483,8679.379375350334,8973.682072328464,5522.178625500371,6328.752269034667,6226.663474211576,12971.08383760367,7731.559411120847,7553.953545423038,6990.985295667743,6481.59090054107,4632.342597129031,8604.158091302226,6527.739510803688,4044.456374583565,7904.888874627995,7919.381413504565,13402.397075052368,4792.221544371259,4811.294222476897,7235.535354010395,9734.11957577527,6836.882292007547,13454.44706687452,3564.52338614291,4818.718506709224,6726.064780241669,10765.710885102048,5044.04895402669,5573.911669595484,2220.41360072804,8714.179645723532,4985.494007457229,9910.989628142432,2477.432868938377,7532.382073599439,2390.615393990454,8013.7858953109635,5608.678365924509,3160.325306499277,4382.249960305414,9923.70362402214,1.157638456740772,0.0167711725597626,down
Compound_316,C7H11NO7P2,Risedronic acid,利塞膦酸,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,105462-24-6,270802.1279020142,248001.7251285881,178115.4373205322,301268.8251789254,269568.4099059427,196208.315705634,219312.7320282912,198923.7170624935,254267.6622288623,198939.5045398945,208804.4293745789,253091.3286406065,234920.6586027789,300085.5930653635,213036.7669227626,250934.574820847,222646.4129100463,189058.3627236704,217334.3563469945,200154.5907879038,221323.0391189984,205486.8332168683,210733.0741059317,227041.8431262598,270491.3799024476,237183.3380530193,231736.4949502039,205391.369481295,181444.3251405189,212834.740128475,196263.9222765383,243614.6285835616,195012.3283519502,185390.6079508975,220557.8999183505,217050.3728582905,203245.4762215787,193768.8016582002,272093.9066558139,231495.1692532205,222960.5537082859,193379.7396787878,241821.0822705286,264750.9175723905,214143.6044466844,205195.1148945457,245760.5876229906,222222.5883760831,217950.9358923085,188236.4080948305,195256.5608850931,192561.7515931918,218474.3832580842,189729.9952614045,163478.5844655341,233265.8115627789,193984.474554698,238722.1475685608,229491.9434864232,246322.9049347307,227448.2602521341,198533.6788068116,207615.8701268541,232215.9786284293,211181.2765969071,256428.8680532401,164154.6764280105,192621.5777308284,198543.1672264232,178773.9335836478,222983.8275871321,241287.5641590848,203355.4353499903,167668.0078528539,176115.7469934942,198817.284173147,209812.376780265,192613.7083827979,240288.4246684278,225632.6166076301,185320.129773426,201408.7725773359,163748.8083563646,200969.5955362817,208530.4511694307,271883.5051675962,189359.440331904,234973.1013061515,204941.3679489392,195330.1273013031,1.28463674690017,0.0193038637497779,down
Compound_317,C25H41N9O12,Gln-Gln-Gln-Glu-Gln,谷酰氨-谷酰氨-谷酰氨-谷氨酸-谷酰氨,Amino acid and Its metabolites,氨基酸及其代谢物,Small Peptide,小肽,-,80352.48570625565,100465.8159131561,81328.92619242464,131803.0483767513,73443.89181673087,120255.273740289,91019.04690225882,115530.9067162529,104046.9365838339,96783.28637799184,98850.81457718024,103668.85816988608,100008.9711678728,110718.9856574445,104729.9648494979,91454.3939812937,108414.2753222876,127967.8901070586,135769.3037965117,106652.4245738868,101995.40873952012,93839.84045465889,100128.3169512825,113585.68387463472,112965.1823484037,108684.8338376936,109742.0179648812,111721.6079929586,85675.06846638053,93550.89355304652,91678.73460147754,90555.9475011558,101366.274011405,92810.7261974032,92786.323533063,80747.82522805457,118415.9201270921,94805.15233814856,95007.93358789664,94275.89139679295,92184.0515934382,96801.84417085924,97506.47544969327,107798.8922594193,111238.7479974867,121758.3591694686,96225.87257681206,102034.7321643644,101742.0259293186,94850.82273368246,99459.5515285814,88445.83088389358,93228.07617454816,77906.67061927247,96433.28517848405,119752.5170447815,94371.60310762384,97088.02380843576,97614.21024016583,107185.1325301606,87675.2948712191,96220.0787454558,101873.95488692548,98571.53233888037,83636.56342077942,93119.03135060152,82251.82531645369,94355.5009766622,65970.08978918598,102618.5671754092,95465.02268672473,91191.39446062222,85718.63085195732,94191.15985585254,84114.5858017937,81385.48741490401,88338.59472035074,96276.9317506414,94093.50845414404,122905.1266425097,105868.180119712,133439.6155524549,104590.8664689811,91139.37533926652,92874.05709108453,93386.52668116476,79928.06011802741,114149.6543865851,89448.67384096021,92649.30484769524,1.246729206635657,0.0201991895755644,down
Compound_318,C3H9NO,(R)-(-)-1-Amino-2-propanol,(R)-(-)-1-氨基-2-丙醇,Alcohol and amines,醇、胺类,Amines,胺类,2799-16-8,145247.1316216757,143767.3759210694,142283.1765096504,127454.5135278988,134866.6231633518,131902.668051343,117437.5447887521,88459.83310941631,123006.3590044546,203095.3589836411,115594.2493689852,96321.87557460205,167496.791660522,125970.3141164799,157111.8394914019,128938.7129393177,134866.6231633683,318871.8004928166,130418.4686399241,189746.4516993683,124490.5584158736,117078.4487804041,99285.83068662726,96321.87557460205,114110.0499575663,146731.3310330946,167496.791660522,143767.3759210694,173429.1455953851,114110.0499575663,186778.0528765304,127454.5135278988,105218.653694381,154147.8843793767,117078.4487804041,168976.5473611283,93357.92046257676,87425.56652778668,137678.0564168157,96321.87557460205,96321.87557460205,82981.85571508204,139319.2213976252,134866.6231633683,123006.3590044546,102249.7857986526,103733.98521007152,155632.0837907957,130418.4686399241,125970.3141164799,112630.2942569599,139319.2213976252,112630.2942569599,115594.2493689852,131902.668051343,74089.99037900625,198647.2044570693,136350.8225747872,100770.0300980462,58986.43766890097,117078.4487804041,105218.1846214904,117078.6096365914,91873.72105115785,134866.6231633683,154147.8843793767,99285.83068662726,99285.83068662726,91873.72105115785,109661.895434122,161564.4377256588,97801.63127520836,84461.61141568836,121522.1595930357,136350.8225747872,130418.4686399241,115594.2493689852,94837.67616318306,90393.9653505515,117078.4487804041,117078.4487804041,220901.3082067283,118558.2044810105,82981.85571508204,125970.3141164799,88909.76593913256,133386.867462762,121522.1595930357,88909.76593913256,124490.5584158736,1.114342803348459,0.0213352920320879,down
Compound_319,C20H34O6,TXB2,氧化脂质_TXB2,FA,脂肪酰类,Eicosanoid,氧化脂质,54397-85-2,3110.4566,2987.939,2510.9725,2531.588889,2411.24975,3116.2326,2769.296769,2922.328125,2460.855563,2944.419818,2118.102,2683.008,3698.1155,3342.711273,3255.8988,2982.939375,2044.664182,1291.288857,3143.935059,3220.851067,1684.9105,1675.488,2105.128,2427.1275,2531.965333,2753.187692,2462.124706,2125.419333,1551.27,3310.124333,2859.916364,3186.888,2495.796,2398.2135,3103.450333,3445.092,1684.42325,2365.66225,2337.363,2748.529889,2238.628364,2007.8235,3113.0066,3520.429091,2966.1435,2928.465,508.56,2225.677,2494.933,975.118,2145.5775,3305.146,1715.052857,1580.0295,2540.256429,2188.970667,1919.384333,1794.594286,2932.928889,2135.925,1965.9395,2307.732,2556.0195,2651.692,2832.236,963.63875,2205.3936,2247.480889,1946.7076,2752.32,1405.659462,3564.48,3192.899692,2731.5255,1040.176833,1841.197091,2005.033875,1076.411,662.207,3046.6895,2740.862556,1489.963167,2415.583889,2031.0074,1733.215909,1565.0,1568.438182,1829.929,2518.238545,2831.41125,1.076258350924189,0.0239453888264651,down
Compound_320,C47H88O6,TG(14:0_14:0_16:1),甘油三酯_TG(14:0_14:0_16:1),TG,甘油脂类,TG,甘油三酯,-,80201.79614,21089.54886,16389.423,17598.555,32520.252,40020.29943,33771.36,17274.56,15005.0,38631.0465,23965.473,25733.39025,25593.68529,31095.25414,34230.9315,41664.24114,26623.6,35422.67829,44032.768,26371.1,31906.66843,102302.08,30010.0,20321.49625,41128.384,28067.53238,40010.0,21564.22143,50015.0,33785.89537,14730.89,17074.68557,9294.912,23052.40933,9710.064,34141.84329,18070.54275,20192.067,19522.79214,25005.0,22507.99489,16675.0,38684.05267,18113.21029,26011.5,26609.95543,27360.15,34676.07,30116.40343,21675.0,10005.0,22381.93067,40045.988,26902.4445,67458.19286,30153.563,33079.74522,36630.76457,24884.7805,85333.71314,29147.13771,27990.7125,29764.869,44173.79057,17270.82,12718.89,20862.58133,37993.76286,39534.81714,7432.972,15862.14933,9359.749,31669.94875,39578.292,23015.88314,12220.576,13340.0,24873.54167,29381.33333,27483.26,14695.876,26598.381,32978.91443,29119.50486,21455.66,7982.656,23816.32286,11268.096,24379.54033,18973.18029,1.489389143219952,0.0242858149454823,down
Compound_321,C20H32O5,PGE2,氧化脂质_PGE2,FA,脂肪酰类,Eicosanoid,氧化脂质,363-24-6,16661.64,18947.17522,23298.25422,8931.99,27073.516,7444.077556,19327.6905,7187.832,6760.577444,29056.89567,32203.56,56559.052,10928.29467,12420.51956,58974.82033,34816.16356,5280.5228,7773.095,17971.42,6726.476167,7839.960333,17895.0583,26712.462,8357.066667,11846.19467,8973.365333,81683.365,4620.499,9205.777778,20264.552,14174.02933,8929.399667,13366.144,6069.88,10566.37633,17862.673,11889.332,10035.97467,10331.75733,13906.228,9258.382222,12890.54,10401.6209,10831.513,8169.14,14068.593,5250.142333,6903.375111,65082.18967,27253.4,5784.6677,11026.94267,8167.707333,11677.94,9447.1,25520.44,4332.700167,19148.855,35234.93017,28897.555,19174.92133,48525.554,12997.87378,12680.9375,8596.56,4545.099,7705.945667,10437.1575,12693.94011,8657.7393,5924.76,6570.2175,23378.0085,13279.97,11481.86,6995.413333,5479.717833,6763.320667,4824.6,6233.721667,13403.13811,6769.902333,11039.44367,11593.008,3704.4275,10567.59,3387.454,5875.720667,6927.415,6960.093,1.379054877234495,0.0242925628533629,down
Compound_322,C6H6O6,Dehydroascorbic acid,L-脱氢抗坏血酸,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,490-83-5,34419.54729060377,41410.97359511899,44948.24063444595,38233.88109277116,34790.605906508,44125.72859291312,36086.12560047135,39850.68281447512,61700.7424542118,43095.34939463234,54684.84136606714,42245.02603541208,42260.19217149403,52194.52183476799,45713.52317973068,51041.85640387952,37030.35708903758,39889.61228512382,34167.94027161413,53196.59186316771,32321.49619922008,33137.31510001507,52053.11385212402,35658.1285403707,39920.93711942607,23276.80669602549,37780.81076999171,33808.66072768375,39893.83968519526,53845.96332504885,34652.79989108772,39460.34961187285,64648.3961416134,44128.17920893006,36093.69876429097,51367.18102312586,37278.54789645596,31612.96739892961,33137.31510001507,32957.65252457063,46536.21957183707,28165.83466899145,26195.80871223946,51886.83702993012,38274.650565459,30242.45276124262,35502.008959377,43214.16201872515,46543.64377616745,39870.38419652107,31728.24443256972,42251.52505341129,36567.55474629494,59537.21186676066,43116.7446256674,34790.605906508,40569.37889224345,41675.11609395048,58120.27610659028,46395.68263244752,37587.49445155466,32306.62718977889,50524.12709827023,44788.34477193264,38034.42644958889,23663.91891894155,24657.54949429349,43899.35586075368,22898.55978101163,33139.79934284437,15852.036425101713,54597.68659512486,51520.55198460814,50534.87119760002,31276.24323747186,24939.40778740026,37593.24506961225,35031.00098772665,43648.77932449556,37780.81076999171,38242.87219246073,23817.71871472077,22962.01898495399,39452.07179571765,36443.54438683314,29011.4959131338,25769.47503310191,40592.52783074041,40830.91020514694,38621.83921555139,1.178968417535394,0.0247268359524795,down
Compound_323,C24H48NO7P,LPC(0:0/16:1),LPC(0:0/16:1),GP,甘油磷脂类,LPC,溶血磷脂酰胆碱,-,122513.8972222587,58628.24543043268,54948.89632625362,24723.98660770987,12840.534841616573,17778.93305090439,13316.26579388975,14343.1051175116,21851.850420436385,39709.38881633437,36176.80839006811,52977.1472438323,30055.95808578737,34803.31096518223,22057.89278378028,24444.02057765295,59516.49193374751,25065.90186040479,53230.3104286222,123774.8946652163,61163.91341281912,9581.713629085754,122023.128881946,28065.20960421085,7236.831955236387,36491.42303730069,88118.32882938156,19903.29669123995,103053.1778488266,60158.86937629106,26887.18409105973,30821.00746179873,37617.59540434071,14787.29045745986,163338.2377981608,16977.6603264981,37645.23756181356,35243.6182259409,22875.75182354705,38965.21831450747,12012.014381783552,27041.13799488004,38984.15464749672,26460.22083928054,15659.26953012592,16150.06372049804,44231.38653203005,48011.38196311128,12900.9746756828,46223.61063892006,14972.4296997537,19440.31970749736,12905.1129224811,20132.58510791185,20981.58302006253,13807.16824381826,4678.027428915711,9884.453061251264,91618.73554271436,20639.36062104317,48635.41463650642,18078.61977477924,12572.24400102988,23824.89751260002,16286.73229717708,19409.16378256469,3661.2567709540494,12648.5993674172,21846.03928602233,46641.86105648374,26822.74956912669,16556.34035549638,28789.58725794313,48407.75600113891,29052.41664999375,74407.55551111407,4112.140619098592,12461.01759662587,7235.55626087228,12753.11417150777,20463.34831331859,80608.15443731166,15557.56474985966,10972.36718502535,17332.96311051498,46783.32994695692,27390.76242973979,49131.98714081639,11684.83826617192,20678.15892224868,1.181606987051286,0.0254774738423499,down
Compound_324,C26H41N3O5,Benzyl n-[(2s)-4-methyl-1-[[(2r)-4-methyl-1-[[(2s)-4-methyl-1-oxopentan-2-yl]amino]-1-oxopentan-2-yl]amino]-1-oxopentan-2-yl]carbamate,苄基 n-[(2s)-4-methyl-1-[[(2r)-4-methyl-1-[[(2s)-4-methyl-1-oxopentan-2-yl]amino]-1-oxopentan -2-基]氨基]-1-氧代戊烷-2-基]氨基甲酸酯,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,-,24467.21075746792,30026.9290751652,21659.76171647241,28034.41866437704,31245.4147209391,15266.64981453606,27418.84310609755,32604.85344962337,37921.37306457196,26062.08890154185,22419.08289226151,17636.68900476732,28093.20297418671,30798.5902751396,27325.36147639036,30771.70827701534,32872.81336522402,19407.62389552655,26499.55148560529,22473.20020452646,18691.13204668112,29796.62830759069,27058.72646035429,25005.92671676134,29614.1863723632,31016.51478625272,36262.37649362821,22626.26279781547,21362.36299613757,28088.20298607025,22631.8805010506,30041.92206084608,21460.65191117987,32089.26693655026,10859.6744380911,24134.56294910936,31033.88531710394,31784.3395788042,31403.26434985313,21447.44964164527,24472.19020289063,18333.88594669756,22627.84550953664,33613.19117630638,30902.52326464992,22985.95888207569,27772.57133361259,25177.19572544349,35540.20020923838,23175.9913601084,31729.37375387192,22945.13568859508,23375.72146966817,33064.80483061671,23989.54486174061,31349.50738452143,21084.40994831679,22781.37073600481,24742.60149801497,20838.9431387644,24747.71719464475,21494.24101750446,23928.78860401937,26044.36853648207,26751.85072698014,25123.34309524953,18389.67542062033,27351.95883343679,26962.12789016894,22000.26993943582,28361.26339192025,34622.38078814351,11421.1499418608,23665.57635247008,19442.13682025603,11237.93235267396,23958.8191100451,23664.53636351633,23661.69257060134,26296.83833464569,25701.35870513638,22472.023468452,29069.8475509834,16523.38746753715,25702.74740015168,21991.87407306287,15678.22472068124,20026.78232062664,16089.03082897161,30305.56117980051,1.047464519581611,0.0267053477897416,down
Compound_325,C20H35NO15,alpha-L-Fucp-(1->3)-[beta-D-Galp-(1->4)]-D-GlcpNAc,-,Carbohydrates and Its metabolites,碳水化合物及其代谢物,Sugars,糖类,-,520455.35950207966,473868.17226415774,442022.89581437845,555972.6157724691,536717.8576873285,470865.6848643047,425175.6744865127,428840.9102433568,551340.8444941742,515535.3910190224,442697.48757895007,507996.5549409268,522119.0878949688,458327.76535746513,439543.0460030717,508057.54194554914,472381.4163017085,466671.4851420326,475764.446663017,439903.4997367454,403671.0199381888,431276.6074251143,467826.6133153944,440480.0749485969,535727.1297729635,524528.0419834972,455131.2612242524,546740.2903737525,472838.5607313582,470667.6123195199,442103.3622500066,509654.0398501914,448357.7169965846,436696.0937750312,459766.8848616261,456988.7752142921,501988.470939605,475480.6835953441,515475.2695744092,409281.3052222664,449608.3695926772,454467.2848199509,498434.2363740279,466758.8712647422,439627.0608402812,485155.702920006,491808.3044879574,455538.6921741383,458236.567520714,506510.5877383736,413116.5616973883,488511.9083996082,495341.71836058726,416129.1719925036,440022.220206053,485525.0296485584,499504.7917697853,500150.0523049728,418215.8497120446,471749.677844352,472796.1085455685,452899.7479930634,421832.5555573654,456553.7467398298,483446.507638298,465039.2937257825,433962.6922948068,424047.8872191118,424175.7248456409,419948.338733114,455942.686552877,485827.4160534832,411265.7515369007,400220.7731607425,430418.5318332723,435961.3971848979,467409.1678513536,461732.29112165165,491105.9115651546,493065.6597862463,354697.2249639624,461906.1422880004,397696.0536367444,480933.716451688,469341.9714548519,500815.46304619726,441732.2596519238,534725.0575955295,489579.7350826764,490407.450482172,1.285667396360505,0.0276704610920977,down
